Genename,ORF,beta
YJL171C,YJL171C,0.861577131
IRA2,YOL081W,0.863861648
MET4,YNL103W,0.874370965
YHR080C,YHR080C,0.875308352
ATX2,YOR079C,0.881436756
ATP6,Q0085,0.884439515
CST6,YIL036W,0.888324601
HMO1,YDR174W,0.900463542
NAB3,YPL190C,0.906257298
NRD1,YNL251C,0.908757792
CAT2,YML042W,0.916297241
YLR152C,YLR152C,0.920103012
SDS3,YIL084C,0.921450913
IKS1,YJL057C,0.922518078
PGD1,YGL025C,0.930963684
KIN4,YOR233W,0.935065649
CDC36,YDL165W,0.935511925
YIM1,YMR152W,0.937104472
YHR054W-A,YHR054W-A,0.939569954
MSC3,YLR219W,0.953160529
GRR1,YJR090C,0.954637675
YDL027C,YDL027C,0.958592788
TAF10,YDR167W,0.965127034
SAC3,YDR159W,0.975336441
IQG1,YPL242C,0.976840872
YGL176C,YGL176C,0.978035995
YER076C,YER076C,0.978641794
GPX1,YKL026C,0.980797596
PRM8,YGL053W,0.986386941
HTA1,YDR225W,0.992058633
SNC1,YAL030W,0.992070609
YJL127C-B,YJL127C-B,0.992637613
AHC1,YOR023C,0.99310584
NHA1,YLR138W,1.001395213
BUD9,YGR041W,1.003945231
ICS2,YBR157C,1.005459376
HEH2,YDR458C,1.00729993
APC9,YLR102C,1.012998378
HEF3,YNL014W,1.019020111
AIP1,YMR092C,1.025880934
YMR102C,YMR102C,1.028501481
GLC3,YEL011W,1.033735098
YML131W,YML131W,1.04179536
FOX2,YKR009C,1.044616137
ECM4,YKR076W,1.045029428
YLR194C,YLR194C,1.047637109
THI21,YPL258C,1.048033486
YGR130C,YGR130C,1.055440265
ALD4,YOR374W,1.066909707
RTC5,YOR118W,1.073206878
WAR1,YML076C,1.074981421
YKL107W,YKL107W,1.075101542
GAC1,YOR178C,1.085626737
BRR1,YPR057W,1.087196622
YMR103C,YMR103C,1.092346566
YPR137C-A,YPR137C-A,1.094048663
YAK1,YJL141C,1.105047199
PRP8,YHR165C,1.108432015
SHC1,YER096W,1.111772217
FUN14,YAL008W,1.113618947
YDR316W-A,YDR316W-A,1.114052523
CEG1,YGL130W,1.116617433
YGR027W-A,YGR027W-A,1.119714155
FIT2,YOR382W,1.121329388
IRS4,YKR019C,1.125981604
GIP1,YBR045C,1.129441465
PDR8,YLR266C,1.137134982
RME1,YGR044C,1.14966529
JHD2,YJR119C,1.1519783
RTG3,YBL103C,1.152079733
NAB2,YGL122C,1.157681885
SLX1,YBR228W,1.159103481
SLP1,YOR154W,1.159737085
DOA4,YDR069C,1.159782025
VPS21,YOR089C,1.172335077
IDP3,YNL009W,1.1739181
YRB30,YGL164C,1.174633732
PGA2,YNL149C,1.176832694
SDC25,YLL016W,1.184712712
YDR098C-A,YDR098C-A,1.196698618
YNL054W-A,YNL054W-A,1.210659154
YLR149C,YLR149C,1.218751186
SCEI,Q0160,1.22134367
TGL2,YDR058C,1.226474342
TPA1,YER049W,1.228138694
YJR028W,YJR028W,1.236616148
YFR018C,YFR018C,1.262729979
VHR1,YIL056W,1.263595797
SPE1,YKL184W,1.275849779
YOR062C,YOR062C,1.284573278
COX2,Q0250,1.291055522
ULS1,YOR191W,1.292307429
BRR6,YGL247W,1.3020999
YBR138C,YBR138C,1.314453086
MCM21,YDR318W,1.317672634
ADY3,YDL239C,1.326795162
YKR075C,YKR075C,1.327804197
MNR2,YKL064W,1.329575096
OCA4,YCR095C,1.336710442
MSC1,YML128C,1.346053254
PHO2,YDL106C,1.352957455
ECM30,YLR436C,1.355571036
YDR381C-A,YDR381C-A,1.357117868
YPL107W,YPL107W,1.368538712
TMT1,YER175C,1.375610647
MTL1,YGR023W,1.379769937
SUE1,YPR151C,1.382267419
YGL082W,YGL082W,1.388342905
BEM3,YPL115C,1.403631105
MIG1,YGL035C,1.41499715
APE3,YBR286W,1.419469627
YPR150W,YPR150W,1.42297328
YRA1,YDR381W,1.446667519
MDG1,YNL173C,1.451547011
VPS8,YAL002W,1.455302146
CDH1,YGL003C,1.461999557
YDR261C-C,YDR261C-C,1.464610457
YRF1-3,YGR296W,1.467392978
YMR086W,YMR086W,1.489945629
SLM2,YNL047C,1.490238033
SHE4,YOR035C,1.495872709
TPO4,YOR273C,1.508374759
NNK1,YKL171W,1.527811085
GAL83,YER027C,1.528279697
FAB1,YFR019W,1.531481679
SNA4,YDL123W,1.542318004
MNN4,YKL201C,1.543482584
YJR096W,YJR096W,1.551442093
YEL025C,YEL025C,1.551698338
LAS17,YOR181W,1.558904744
PTC5,YOR090C,1.559523211
DBR1,YKL149C,1.57836717
YLR225C,YLR225C,1.58290029
YKL070W,YKL070W,1.591791284
GPA2,YER020W,1.611487246
LAG2,YOL025W,1.617375098
LAP3,YNL239W,1.623294892
YKL133C,YKL133C,1.623382658
YNL200C,YNL200C,1.627825971
SFL1,YOR140W,1.648872978
YDR132C,YDR132C,1.660948375
YBR028C,YBR028C,1.661779478
VPS3,YDR495C,1.671032295
FBP1,YLR377C,1.673837757
YOR019W,YOR019W,1.735679118
ATG21,YPL100W,1.774049851
CTK3,YML112W,1.779448406
BYE1,YKL005C,1.794851376
YGL194C-A,YGL194C-A,1.80112063
YFL034W,YFL034W,1.85252868
UBC8,YEL012W,1.896116043
HSV2,YGR223C,1.925305521
SPC42,YKL042W,1.927619626
GPI18,YBR004C,1.943288692
YPC1,YBR183W,1.945903385
DIC1,YLR348C,1.964909648
BTS1,YPL069C,1.982834095
YKL187C,YKL187C,2.023372836
ATO2,YNR002C,2.048369972
UBP15,YMR304W,2.076116862
YPK1,YKL126W,2.083893124
NFT1,YKR103W,2.087216659
UBP11,YKR098C,2.102165198
SPO14,YKR031C,2.148345964
EAF6,YJR082C,2.167920865
IXR1,YKL032C,2.201924561
BIG1,YHR101C,2.227172494
YHR122W,YHR122W,2.230037271
DUR3,YHL016C,2.244627632
RAD30,YDR419W,2.255196307
YMR034C,YMR034C,2.258413029
JSN1,YJR091C,2.271265699
PGM2,YMR105C,2.279649353
PUT1,YLR142W,2.286768983
PHD1,YKL043W,2.33938269
TPS2,YDR074W,2.34384465
SNP1,YIL061C,2.366374816
ADE17,YMR120C,2.390940493
SIC1,YLR079W,2.407760033
ATG4,YNL223W,2.417073576
PET18,YCR020C,2.462801437
YGR038C-A,YGR038C-A,2.50365892
KRE6,YPR159W,2.588841682
YPL278C,YPL278C,2.602189174
MUB1,YMR100W,2.616075772
MPH1,YIR002C,2.621509001
YLR224W,YLR224W,2.694363783
AMN1,YBR158W,2.698154788
YCR061W,YCR061W,2.718735623
YNL134C,YNL134C,2.746461118
FUN19,YAL034C,2.761274859
ARA2,YMR041C,2.870599343
SHR5,YOL110W,2.89043184
CMC4,YMR194C-B,2.933632803
YFL002W-B,YFL002W-B,2.99905413
VHS1,YDR247W,3.061950323
PCL6,YER059W,3.083989367
POP6,YGR030C,3.145801176
OPY2,YPR075C,3.156463838
